"stratum","ft_group","ecoregion","owner","treatment","period","age","AGB_tonac","AGB_MgHa","Vol_m3Ha","CarbonMgHa"
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",1,5,2.112,4.7,0.1,2.1
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",10,50,34.163,76.6,73.6,34.5
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",11,55,36.937,82.8,85.2,37.3
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",12,60,39.498,88.5,96,39.8
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",13,65,41.854,93.8,106,42.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",14,70,44.016,98.7,115,44.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",15,75,45.996,103.1,123.2,46.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",16,80,47.805,107.2,130.5,48.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",17,85,49.455,110.9,136.9,49.9
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",18,90,50.959,114.2,142.6,51.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",19,95,52.327,117.3,147.5,52.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",2,10,9.599,21.5,10,9.7
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",20,100,46.531,104.3,121.5,46.9
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",21,105,47.66,106.8,127.1,48.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",22,110,48.731,109.2,132.5,49.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",23,115,49.749,111.5,137.9,50.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",24,120,50.716,113.7,143.2,51.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",25,125,51.636,115.8,148.3,52.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",26,130,52.51,117.7,153.4,53
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",27,135,53.341,119.6,158.3,53.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",28,140,54.132,121.3,163.2,54.6
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",29,145,54.885,123,168,55.4
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",3,15,13.151,29.5,16,13.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",30,150,55.601,124.6,172.7,56.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",4,20,16.355,36.7,22.2,16.5
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",5,25,19.291,43.2,28.6,19.4
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",6,30,22.005,49.3,35.1,22.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",7,35,24.53,55,41.6,24.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",8,40,26.889,60.3,48.1,27.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",9,45,29.099,65.2,54.5,29.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",1,5,5.53,12.4,4.4,5.6
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",10,50,31.175,69.9,61,31.5
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",11,55,33.128,74.3,67.4,33.4
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",12,60,34.97,78.4,73.7,35.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",13,65,36.709,82.3,80,37
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",14,70,38.352,86,86.2,38.7
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",15,75,39.905,89.5,92.3,40.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",16,80,41.376,92.8,98.3,41.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",17,85,42.77,95.9,104.3,43.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",18,90,44.09,98.8,110.1,44.5
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",19,95,45.343,101.6,115.9,45.7
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",2,10,6.192,13.9,0.7,6.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",20,100,46.173,103.5,126.5,46.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",21,105,46.57,104.4,128.1,47
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",22,110,46.904,105.1,129.4,47.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",23,115,47.186,105.8,130.5,47.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",24,120,47.424,106.3,131.3,47.8
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",25,125,47.624,106.8,132,48.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",26,130,47.792,107.1,132.6,48.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",27,135,47.934,107.5,133,48.4
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",28,140,48.053,107.7,133.4,48.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",29,145,48.154,107.9,133.7,48.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",3,15,10.695,24,3.5,10.8
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",30,150,48.238,108.1,133.9,48.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",4,20,15.215,34.1,9,15.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",5,25,19.498,43.7,17.5,19.7
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",6,30,23.426,52.5,28,23.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",7,35,26.949,60.4,39.7,27.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",8,40,30.064,67.4,51.8,30.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",9,45,32.788,73.5,63.4,33.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",1,5,2.219,5,0,2.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",10,50,35.151,78.8,74.2,35.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",11,55,37.188,83.4,83.9,37.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",12,60,38.937,87.3,92.4,39.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",13,65,40.432,90.6,99.8,40.8
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",14,70,41.706,93.5,106,42.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",15,75,42.789,95.9,111.2,43.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",16,80,43.708,98,115.6,44.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",17,85,44.487,99.7,119.2,44.9
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",18,90,45.146,101.2,122.1,45.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",19,95,45.703,102.5,124.6,46.1
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",2,10,7.785,17.5,9.8,7.9
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",20,100,63.053,141.3,180.1,63.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",21,105,64.845,145.4,188.7,65.4
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",22,110,66.535,149.2,197,67.1
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",23,115,68.129,152.7,205.2,68.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",24,120,69.632,156.1,213.1,70.2
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",25,125,71.049,159.3,220.8,71.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",26,130,72.385,162.3,228.3,73
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",27,135,73.643,165.1,235.6,74.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",28,140,74.828,167.7,242.7,75.5
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",29,145,75.945,170.2,249.5,76.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",3,15,12.019,26.9,17.4,12.1
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",30,150,76.997,172.6,256.2,77.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",4,20,16.197,36.3,25.8,16.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",5,25,20.264,45.4,34.9,20.4
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",6,30,24.191,54.2,44.4,24.4
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",7,35,27.964,62.7,54.1,28.2
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",8,40,31.575,70.8,64.1,31.9
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",9,45,35.022,78.5,74.2,35.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",1,5,3.617,8.1,3.6,3.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",10,50,38.304,85.9,84.4,38.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",11,55,41.424,92.9,94.5,41.8
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",12,60,44.387,99.5,104.6,44.8
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",13,65,47.196,105.8,114.5,47.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",14,70,49.858,111.8,124.4,50.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",15,75,52.378,117.4,134.1,52.8
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",16,80,54.761,122.8,143.7,55.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",17,85,57.015,127.8,153.1,57.5
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",18,90,59.144,132.6,162.3,59.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",19,95,61.155,137.1,171.3,61.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",2,10,3.628,8.1,2.4,3.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",20,100,44.13,98.9,123.3,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",21,105,44.138,98.9,123.7,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",22,110,44.142,99,123.9,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",23,115,44.145,99,124.1,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",24,120,44.147,99,124.3,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",25,125,44.148,99,124.4,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",26,130,44.149,99,124.5,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",27,135,44.149,99,124.6,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",28,140,44.15,99,124.6,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",29,145,44.15,99,124.6,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",3,15,10.711,24,9.5,10.8
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",30,150,44.15,99,124.7,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",4,20,19.053,42.7,21.4,19.2
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",5,25,26.503,59.4,36.2,26.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",6,30,32.255,72.3,51.6,32.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",7,35,36.344,81.5,66,36.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",8,40,39.113,87.7,78.6,39.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",9,45,40.934,91.8,89,41.3
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",1,5,0.318,0.7,0.2,0.3
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",10,50,42.111,94.4,97.5,42.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",11,55,42.862,96.1,104.1,43.2
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",12,60,43.339,97.2,109.2,43.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",13,65,43.64,97.8,113.1,44
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",14,70,43.829,98.3,116.1,44.2
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",15,75,43.949,98.5,118.3,44.3
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",16,80,44.024,98.7,119.9,44.4
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",17,85,44.071,98.8,121.2,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",18,90,44.1,98.9,122.1,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",19,95,44.119,98.9,122.8,44.5
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",2,10,8.094,18.1,3.2,8.1
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",20,100,44.605,100,136.8,45
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",21,105,44.706,100.2,137.9,45.1
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",22,110,44.784,100.4,138.7,45.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",23,115,44.843,100.5,139.3,45.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",24,120,44.889,100.6,139.9,45.3
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",25,125,44.925,100.7,140.3,45.3
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",26,130,44.952,100.8,140.6,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",27,135,44.972,100.8,140.9,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",28,140,44.988,100.8,141.1,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",29,145,45.001,100.9,141.3,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",3,15,14.102,31.6,10.2,14.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",30,150,45.01,100.9,141.4,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",4,20,19.787,44.4,20.8,20
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",5,25,24.775,55.5,33.8,25
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",6,30,28.969,64.9,47.8,29.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",7,35,32.401,72.6,61.5,32.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",8,40,35.161,78.8,74.3,35.5
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",9,45,37.353,83.7,85.8,37.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",1,5,2.696,6,0.3,2.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",10,50,39.078,87.6,95.8,39.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",11,55,40.428,90.6,104.3,40.8
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",12,60,41.479,93,111.4,41.9
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",13,65,42.295,94.8,117.3,42.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",14,70,42.926,96.2,122.1,43.3
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",15,75,43.413,97.3,126.1,43.8
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",16,80,43.789,98.2,129.2,44.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",17,85,44.079,98.8,131.8,44.5
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",18,90,44.301,99.3,133.8,44.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",19,95,44.473,99.7,135.5,44.9
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",2,10,1.15,2.6,2.6,1.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",20,100,40.566,90.9,89.3,40.9
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",21,105,40.635,91.1,89.5,41
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",22,110,40.685,91.2,89.6,41
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",23,115,40.72,91.3,89.6,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",24,120,40.746,91.3,89.7,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",25,125,40.764,91.4,89.7,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",26,130,40.777,91.4,89.7,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",27,135,40.786,91.4,89.8,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",28,140,40.792,91.4,89.8,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",29,145,40.797,91.5,89.8,41.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",3,15,4.231,9.5,9.7,4.3
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",30,150,40.801,91.5,89.8,41.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",4,20,9.035,20.3,20.5,9.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",5,25,14.588,32.7,32.9,14.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",6,30,20.012,44.9,44.9,20.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",7,35,24.791,55.6,55.4,25
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",8,40,28.732,64.4,64,29
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",9,45,31.842,71.4,70.8,32.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",1,5,0.078,0.2,0.2,0.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",10,50,34.225,76.7,75.9,34.5
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",11,55,36.012,80.7,79.7,36.3
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",12,60,37.334,83.7,82.5,37.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",13,65,38.302,85.9,84.6,38.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",14,70,39.005,87.4,86.1,39.3
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",15,75,39.514,88.6,87.1,39.9
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",16,80,39.88,89.4,87.9,40.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",17,85,40.144,90,88.4,40.5
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",18,90,40.333,90.4,88.8,40.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",19,95,40.469,90.7,89.1,40.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",2,10,2.347,5.3,0.9,2.4
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",20,100,31.037,69.6,62.5,31.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",21,105,31.2,69.9,62.8,31.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",22,110,31.329,70.2,63,31.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",23,115,31.432,70.5,63.2,31.7
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",24,120,31.514,70.6,63.3,31.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",25,125,31.579,70.8,63.4,31.9
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",26,130,31.63,70.9,63.5,31.9
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",27,135,31.671,71,63.5,32
